verso_texto,val_AR,val_MO,val_DI,val_PO,val_NA,val_GO,year,artist,dimension_dominante,intensidad_max,decada,umap_x,umap_y,umap_z
Que aun lo extraña su gente,0.0,0.0,0.0,1.0,0.0,0.0,1998.0,Chalino Sánchez,PO,1.0,1990.0,5.148024,-0.5730867,-0.731544
Que dice usted y su gente,0.0,0.0,0.0,2.0,0.0,0.0,2015.0,C-Kan,PO,2.0,2010.0,4.9046063,-0.49316022,-0.9585224
Que el gobierno respetaba,0.0,0.0,0.0,0.0,0.0,3.0,1984.0,Antonio Aguilar,GO,3.0,1980.0,5.2251673,0.3120346,-1.4193255
Que es por el polvo maldito,0.0,0.0,0.0,0.0,1.0,0.0,1997.0,Luis Y Julian,NA,1.0,1990.0,3.7761986,0.3720412,2.225255
Que la carga no servía,0.0,0.0,0.0,2.0,0.0,0.0,1998.0,Los Tucanes De Tijuana,PO,2.0,1990.0,6.050428,0.98761386,1.2213908
Que le llevaran 100 kilos de su yerba la mejor,0.0,0.0,0.0,0.0,2.0,0.0,2008.0,Valentin Elizalde,NA,2.0,2000.0,4.6632333,1.2436163,1.3452893
Que lo mato cara a cara,2.0,0.0,0.0,0.0,0.0,0.0,1998.0,El As De La Sierra,AR,2.0,1990.0,6.679647,-2.2727757,-0.6572098
Que lo mató cara a cara,2.0,0.0,0.0,0.0,0.0,0.0,1996.0,Grupo Laberinto,AR,2.0,1990.0,6.7129774,-2.5421178,-0.7501046
Que nadie pudo escapar,1.0,0.0,0.0,0.0,0.0,0.0,1997.0,El As De La Sierra,AR,1.0,1990.0,6.9382486,-1.3257203,-0.2334011
Que se escuchen recio corridos de polvo,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,Junior H,NA,1.0,2020.0,4.060718,0.17144927,2.0368528
Que si tengo o no tengo dinero,0.0,0.0,1.0,0.0,0.0,0.0,2018.0,Alemán & Adán Cruz,DI,1.0,2010.0,2.6050081,-0.16526252,0.21564002
Que sigan llegando las pacas,0.0,0.0,1.0,0.0,0.0,0.0,,Chino Pacas,DI,1.0,2000.0,5.4076405,2.4407942,1.1051397
"Que sigan llegando las pacas, carnal",0.0,0.0,2.0,0.0,2.0,0.0,2025.0,Chino Pacas,DI,2.0,2020.0,5.4116783,2.4725935,1.0994624
"Que sigan llegando las pacas, mi compa Alejandro",0.0,0.0,2.0,0.0,0.0,0.0,,Chino Pacas,DI,2.0,2000.0,5.406481,2.4875243,1.0653903
"Que sigan tronando las pacas, viejo",0.0,0.0,2.0,0.0,0.0,0.0,,Peso Pluma,DI,2.0,2000.0,5.4129477,2.3736928,1.1146245
Que su familia fue la el precio pago,2.0,0.0,0.0,0.0,0.0,0.0,2021.0,Gerardo Ortiz,AR,2.0,2020.0,2.6963363,0.67510176,-0.43735063
Que traigo plomo pa tirar,1.0,0.0,0.0,0.0,0.0,0.0,2020.0,Junior H,AR,1.0,2020.0,4.6052556,-0.5771915,1.3246167
"Que yo no amarro, que yo las pongo en nómina",0.0,0.0,0.0,2.0,0.0,0.0,2024.0,Maluma,PO,2.0,2020.0,3.796157,0.57746935,0.6297947
"Quedé tendido, pues llegando me fusilaron",3.0,0.0,0.0,0.0,0.0,0.0,2024.0,Tito Double P,AR,3.0,2020.0,7.0351863,-1.9442344,-0.8832545
Quería dinero en la mano,0.0,0.0,1.0,0.0,0.0,0.0,,Chino Pacas,DI,1.0,2000.0,3.1527243,-0.4060742,-0.025236597
Quieren cortar cabezas pero se quedan sin filo,2.0,0.0,0.0,2.0,0.0,0.0,2020.0,Primero Company,AR,2.0,2020.0,6.100565,-0.74996006,-0.9994423
Quiero juntar un dinero aunque,0.0,0.0,1.0,0.0,0.0,0.0,,Los Tigres Del Norte,DI,1.0,2000.0,2.654235,-0.30614173,0.052355316
"Quiero mucha mota, más bien, un chingo",0.0,0.0,0.0,0.0,1.0,0.0,2020.0,Alemán,NA,1.0,2020.0,5.340431,-0.139787,1.9509286
Quiero prender ese bong,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,Rich Vagos,NA,1.0,2020.0,4.7683454,-0.6850716,1.0102327
Qué me gasto mi dinero en lo que quiero y como quiero y que te importa,0.0,0.0,1.0,0.0,0.0,0.0,,Calibre 50,DI,1.0,2000.0,3.071732,0.06504594,-0.07342197
Rayando el caballo frente de la plaza,0.0,1.0,0.0,0.0,0.0,0.0,2006.0,Antonio Aguilar,MO,1.0,2000.0,5.7900605,-1.6032631,2.02687
RecibÃ un bachillerato en Ciencias del Contrabando.,0.0,1.0,0.0,0.0,0.0,0.0,2012.0,Jenni Rivera,MO,1.0,2010.0,3.8668356,1.6289439,2.6589215
Respeta el cariño que traigo pistola,1.0,0.0,0.0,0.0,0.0,0.0,1980.0,Carlos Y Jose,AR,1.0,1980.0,7.13919,-0.4345967,-1.1128097
Rodeado de mujeres bellas,0.0,0.0,2.0,0.0,0.0,0.0,,Dharius,DI,2.0,2000.0,5.1795273,1.1858644,-0.14193493
Rolen la bolsa pa'l otro lado,0.0,0.0,0.0,0.0,1.0,0.0,2022.0,Fuerza Regida,NA,1.0,2020.0,2.6265066,-0.40901557,-0.6103458
Róbate mi tema yo te robo tu carro,0.0,1.0,0.0,0.0,0.0,0.0,2012.0,Millonario & W. Corona,MO,1.0,2010.0,6.1825294,-0.29189864,1.9655553
Sabía manejar las armas,2.0,0.0,0.0,0.0,0.0,0.0,2008.0,Chalino Sánchez,AR,2.0,2000.0,6.6686554,-0.6305812,-0.7564198
Sabían que andando a caballo,0.0,1.0,0.0,0.0,0.0,0.0,1978.0,Carlos Y Jose,MO,1.0,1970.0,5.7988257,-1.4806198,2.143869
"Saco una bolsa de polvo, y se dio 3 muy aprisa,",0.0,0.0,0.0,0.0,2.0,0.0,2000.0,Los Cadetes De Linares,NA,2.0,2000.0,3.8415031,0.31143692,2.091546
Salen varias camionetas,0.0,2.0,0.0,0.0,0.0,0.0,2000.0,Banda Machos,MO,2.0,2000.0,6.715697,0.26096353,1.6854511
Salgo en Instagram con un kilo,0.0,0.0,1.0,0.0,3.0,0.0,2020.0,Alemán,NA,3.0,2020.0,3.5335054,1.226828,0.85319084
Santos se encontraba muerto y su cuerpo levantaron,2.0,0.0,0.0,0.0,0.0,0.0,1988.0,Carlos Y José,AR,2.0,1980.0,6.685505,-2.6248186,-0.93049943
"Se agarraron a balazos, se agarraron frente a frente,",3.0,0.0,0.0,0.0,0.0,0.0,1997.0,Antonio Aguilar,AR,3.0,1990.0,7.229479,-1.5478585,-1.0907134
Se anda paseando la muerte,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,Los Tucanes De Tijuana,AR,1.0,2000.0,6.3471003,-2.487121,-1.0124184
Se apalabran con billetes,0.0,0.0,1.0,0.0,0.0,0.0,,Los Tucanes De Tijuana,DI,1.0,2000.0,1.8658702,-0.14704235,-0.35222837
Se arreglaron en billetes,0.0,0.0,2.0,0.0,0.0,3.0,1978.0,Pedrito Fernandez,GO,3.0,1970.0,1.7468551,-0.06721286,-0.38299882
Se empina pura plateada cuando en los caballos,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,Carin León,MO,1.0,2010.0,5.735754,-1.617893,2.177299
"Se fue pa' la plaza, lo atoró la ley",0.0,0.0,0.0,0.0,0.0,2.0,2015.0,Millonario,GO,2.0,2010.0,5.697353,-1.1998551,0.12065608
Se gasta mucho dinero,0.0,0.0,2.0,0.0,0.0,0.0,,Los Tucanes De Tijuana,DI,2.0,2000.0,2.7183123,0.05377252,-0.7752706
Se mato con su caballo,1.0,1.0,0.0,0.0,0.0,0.0,1978.0,Carlos Y Jose,AR,1.0,1970.0,5.8448176,-1.7186543,1.9536719
Se prende un gallo para elevarse,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,Natanael Cano,NA,1.0,2010.0,5.3850775,-1.6898578,1.9738029
"Se que me mando llamar, pa liquidarle unas cuentas,",0.0,0.0,0.0,1.0,0.0,0.0,1983.0,Luis Y Julián,PO,1.0,1980.0,4.086748,-0.8250139,-0.060981918
"Sediento de dinero, autos nuevos y mansiones",0.0,0.0,3.0,0.0,0.0,0.0,2002.0,Cartel De Santa,DI,3.0,2000.0,2.961584,0.33025807,-0.7079273
Sembraba mota de a madre,0.0,0.0,0.0,0.0,2.0,0.0,2000.0,Luis Y Julian,NA,2.0,2000.0,5.611721,0.15631022,1.9233282
"Señor aquí esta la carga, dijeron los colombianos,",0.0,2.0,0.0,0.0,2.0,0.0,2000.0,Los Cadetes De Linares,MO,2.0,2000.0,6.357377,0.94468534,1.1885266
Señor pues le pertenece,0.0,0.0,0.0,1.0,0.0,0.0,2009.0,La Arrolladora Banda El Limón De Rene Camacho,PO,1.0,2000.0,5.1430707,0.596346,-0.6805096
"Si no es porque yo me fajo, no hubiera salvado el flete",0.0,2.0,0.0,0.0,2.0,0.0,2000.0,Los Cadetes De Linares,MO,2.0,2000.0,4.35522,-0.16215642,-0.16760966
"Si no trae dinero, compa, aquí le fiamos",0.0,0.0,0.0,0.0,1.0,0.0,2012.0,Calibre 50,NA,1.0,2010.0,2.9738789,0.048923034,0.2823412
"Si quiere lo enfierro, le saco el dinero",2.0,0.0,1.0,0.0,0.0,0.0,2012.0,Millonario & W. Corona,AR,2.0,2010.0,3.153405,-0.2048919,0.21815412
Si quieres ganar dinero,0.0,0.0,1.0,0.0,0.0,0.0,,Lorenzo De Monteclaro,DI,1.0,2000.0,2.714439,-0.52493006,-0.07096632
Si tengo que matar pa' proteger lo que tengo te juro que Dios me perdone,1.0,0.0,0.0,0.0,0.0,0.0,2021.0,Denilson,AR,1.0,2020.0,5.855207,-1.7715416,-0.4902194
Si voy al volante o al igual tronando un cuerno,3.0,2.0,0.0,0.0,0.0,0.0,2022.0,Fuerza Regida,AR,3.0,2020.0,5.75534,-0.4192742,1.8803282
Siempre anda bien armado,1.0,0.0,0.0,0.0,0.0,0.0,1970.0,Vicente Fernández,AR,1.0,1970.0,6.5042906,0.18961269,-0.45151776
"Siempre trae su copa de oro, la que siempre le ha gustado",0.0,0.0,2.0,0.0,0.0,0.0,,Chalino Sánchez,DI,2.0,2000.0,6.317635,0.49888566,-0.43896338
Sigan señores la fiesta les ordeno el comisario,0.0,0.0,0.0,0.0,0.0,1.0,1980.0,Vicente Fernandez,GO,1.0,1980.0,5.141535,-1.0367018,-0.7876993
Sigo en lo mío queriendo todo,0.0,0.0,1.0,0.0,0.0,0.0,2021.0,Primero Company,DI,1.0,2020.0,4.310676,-0.035228007,-0.38492972
Sin la astucia de su jefe lo pudieron hubicar,0.0,0.0,0.0,1.0,0.0,0.0,2007.0,Los Tigres Del Norte,PO,1.0,2000.0,5.625301,-1.3770616,-0.2522465
"Sin la lámpara, con el cuerno de goat, ¿qué lo?",1.0,0.0,0.0,0.0,0.0,0.0,2024.0,Peso Pluma,AR,1.0,2020.0,5.6334376,-0.7291707,1.8147357
"Sobran los billetes de cien, yeah",0.0,0.0,1.0,0.0,0.0,0.0,2021.0,Bad Bunny,DI,1.0,2020.0,1.7471898,0.13397235,-0.1353417
Solo sonaron dos tiros,2.0,0.0,0.0,0.0,0.0,0.0,1980.0,Vicente Fernandez,AR,2.0,1980.0,7.3799024,-1.214825,-1.2532885
"Somos 300, te entramo a tiro' y te vamo a dar más de mili",2.0,0.0,0.0,2.0,0.0,2.0,2025.0,"Natanael Cano, Anuel AA",AR,2.0,2020.0,6.7113338,-1.2200094,-1.3071926
Somos gente del gobierno,0.0,0.0,0.0,0.0,0.0,1.0,1997.0,Los Tucanes De Tijuana,GO,1.0,1990.0,5.323633,0.16476637,-1.7362494
"Son muchos hombres, no te vayan a matar""",1.0,0.0,0.0,2.0,0.0,0.0,1980.0,Various,PO,2.0,1980.0,6.381443,-1.0819547,-1.1249651
Soy de bastantes amigos,0.0,0.0,0.0,1.0,0.0,0.0,2013.0,Voz De Mando,PO,1.0,2010.0,4.5588627,0.42818075,-0.64836156
"Soy mato, caga pa'los malandrín, cholero",1.0,0.0,0.0,0.0,0.0,0.0,2006.0,Kartel De Las Calles,AR,1.0,2000.0,5.1821713,-0.08740447,1.8534367
"Su persona se va respetando,",0.0,0.0,0.0,2.0,0.0,0.0,2012.0,Carlos Y Jose,PO,2.0,2010.0,5.2517753,0.29863343,-0.81156516
Super caballo arrendado el 11 buen respaldo,0.0,2.0,0.0,2.0,0.0,0.0,2013.0,Voz De Mando,MO,2.0,2010.0,5.8004384,-1.3243098,1.9803804
Sus enemigos y la policia,1.0,0.0,0.0,2.0,0.0,2.0,2008.0,Pesado,PO,2.0,2000.0,6.1110535,-0.91131353,-0.75647753
"Sus lujos siempre se da, ah ah ah",0.0,0.0,2.0,0.0,0.0,0.0,,Junior H,DI,2.0,2000.0,6.3905377,0.39084718,-0.4243144
Tal vez pensaba rendirse,1.0,0.0,0.0,0.0,0.0,2.0,1996.0,Los Invasores De Nuevo León,GO,2.0,1990.0,6.012384,-1.5986787,-0.36652943
Tambien mentaban la hierba,0.0,0.0,0.0,0.0,1.0,0.0,1997.0,Los Tigres Del Norte,NA,1.0,1990.0,5.190563,0.7691433,1.2205384
También armas del gobierno,2.0,0.0,0.0,0.0,0.0,0.0,2014.0,Grupo Exterminador,AR,2.0,2010.0,5.9863133,-0.03439001,-1.6438116
También la muerte iba allí,1.0,0.0,0.0,0.0,0.0,0.0,2013.0,Julión Álvarez Y Su Norteño Banda,AR,1.0,2010.0,6.3375444,-2.5712566,-1.1162422
También un que otro balazo,2.0,0.0,0.0,0.0,0.0,0.0,2023.0,Peso Pluma,AR,2.0,2020.0,7.1604576,-1.1207553,-1.4218866
Te deja mucho dinero,0.0,0.0,1.0,0.0,0.0,0.0,,Los Tucanes De Tijuana,DI,1.0,2000.0,2.654818,0.049383935,-0.5341523
Te traigo mucho dinero,0.0,0.0,2.0,0.0,0.0,0.0,,Los Tigres Del Norte,DI,2.0,2000.0,2.9090304,0.08730294,0.0647858
Te voy a apostar mi carro,0.0,0.0,1.0,0.0,0.0,0.0,1997.0,Grupo Exterminador,DI,1.0,1990.0,6.1239147,-0.41109166,1.9765081
Tener muchas mujeres me gusta mucho más,0.0,0.0,3.0,0.0,0.0,0.0,,El As De La Sierra,DI,3.0,2000.0,4.6611323,0.954523,-0.3586029
Tengo gente donde quiera,0.0,0.0,0.0,2.0,0.0,0.0,2008.0,Banda Machos,PO,2.0,2000.0,4.7740808,0.25044075,-0.8355424
Tengo miles de billetes pa' poder gastar,0.0,0.0,2.0,0.0,0.0,0.0,,Rich Vagos,DI,2.0,2000.0,2.2249925,0.050028946,-0.08123508
"Tengo ocho escoltas que me cuidan, son mi seguridad",0.0,0.0,0.0,2.0,0.0,0.0,2022.0,Natanael Cano,PO,2.0,2020.0,5.3963137,-0.107620776,-0.61001927
Tengo tanto amor al dinero,0.0,0.0,3.0,0.0,0.0,0.0,,Adan Cruz,DI,3.0,2000.0,2.9919028,0.2704846,-0.5096696
"Tengo un cuete y una banda loca, chingo de perico y locas en mi troca",1.0,1.0,1.0,1.0,1.0,0.0,2012.0,Millonario & W. Corona,AR,1.0,2010.0,4.834054,-0.15972216,1.3152257
"Tengo un cuete y una banda loca, partiendo la piña pa' ver, de a cómo nos toca",1.0,0.0,0.0,2.0,0.0,0.0,2012.0,Millonario & W. Corona,PO,2.0,2010.0,4.6777544,-0.16153032,1.0884483
"Tenian que llegar al norte, la carga estaba tratada",0.0,2.0,0.0,2.0,2.0,0.0,1997.0,Los Huracanes Del Norte,MO,2.0,1990.0,6.1493416,1.0055475,1.2984982
Tenían de todo en la mesa,0.0,0.0,2.0,0.0,0.0,0.0,2000.0,Banda Machos,DI,2.0,2000.0,5.719636,0.7429304,0.24261792
They say we talk about money too much,0.0,0.0,2.0,2.0,0.0,0.0,2018.0,T.I.,DI,2.0,2010.0,2.6752653,0.08420175,-0.82641584
"Toda su gente, la viva y la muerte",0.0,0.0,0.0,1.0,0.0,0.0,2003.0,Antonio Aguilar,PO,1.0,2000.0,5.019823,-0.028334884,-0.86051846
"Todo aquel que se atraviesa, lo despedazan a tiros",3.0,0.0,0.0,0.0,0.0,0.0,2003.0,Los Tucanes De Tijuana,AR,3.0,2000.0,6.8845935,-2.128434,-0.88805526
"Tomo el dinero, no soy de fierro",0.0,0.0,2.0,0.0,0.0,0.0,,Mariel Mariel,DI,2.0,2000.0,3.405428,0.4054715,0.5019042
Tomo las riendas de este asunto y galopo,0.0,0.0,0.0,2.0,0.0,0.0,2013.0,Mariel Mariel,PO,2.0,2010.0,4.4827075,-0.53447205,-0.03633883
Toy pa comprarme un Lambo,0.0,0.0,3.0,0.0,0.0,0.0,2025.0,CA7RIEL & Paco Amoroso,DI,3.0,2020.0,4.9052753,-0.888996,1.2896773
Trae mas armas que el gobierno,3.0,0.0,0.0,0.0,0.0,3.0,2014.0,Los Tucanes De Tijuana,AR,3.0,2010.0,6.4441643,-0.18116346,-1.3075057
Trae una super segunda... con cachas de oro el señor,0.0,0.0,2.0,0.0,0.0,0.0,,Chalino Sánchez,DI,2.0,2000.0,3.2350686,0.8137883,-1.2142459
Traigo dos Rolex puestos y otros cuatro en la casa,0.0,0.0,2.0,0.0,0.0,0.0,2022.0,Natanael Cano,DI,2.0,2020.0,3.1619136,1.2218307,-1.3440506
Traigo en la camioneta clavada una escopeta,2.0,2.0,0.0,0.0,0.0,0.0,2006.0,Cartel De Santa,AR,2.0,2000.0,6.768443,-0.035483226,1.8108816
Traigo mota pa' aventar,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,Tiro Loko,NA,1.0,2010.0,5.6987476,0.075907364,1.7116891
"Traían las llantas del carro, repletas de hierba mala",0.0,2.0,0.0,0.0,2.0,0.0,1976.0,Ramon Ayala,MO,2.0,1970.0,5.880025,0.5290931,1.2295392
Tres balazos me pagaban,2.0,0.0,0.0,0.0,0.0,0.0,2008.0,Valentin Elizalde,AR,2.0,2000.0,7.165664,-1.3335848,-1.3567063
"Un grupo de federales, en busca de hierba mala,",0.0,0.0,0.0,0.0,1.0,2.0,1988.0,Los Huracanes Del Norte,GO,2.0,1980.0,5.4318466,-0.4925132,-1.1222883
Un kilo de mis plantitas,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,Los Tucanes De Tijuana,NA,1.0,1990.0,3.5138946,1.2448603,0.8799165
Un policía estaba muerto,0.0,0.0,0.0,0.0,0.0,3.0,1976.0,Los Cadetes De Linares,GO,3.0,1970.0,6.591273,-2.5475018,-0.82324284
"Un reloj con diamantes, traigo hasta en los dientes",0.0,0.0,3.0,0.0,0.0,0.0,,Tito Double P,DI,3.0,2000.0,3.0235252,1.2411394,-1.4603788
"Una casa, más ropa, ver dinero",0.0,0.0,2.0,0.0,0.0,0.0,,Daddy Yankee,DI,2.0,2000.0,3.1791735,0.29689127,-0.46170723
Una troca salió de Durango,0.0,1.0,0.0,0.0,0.0,0.0,1996.0,Grupo Exterminador,MO,1.0,1990.0,5.435596,0.37369153,1.0348853
Unas botellas y que tire humo en la trampa,0.0,0.0,1.0,0.0,1.0,0.0,2020.0,Junior H,DI,1.0,2020.0,4.9551296,-0.5994802,1.0199119
Unas chelas y unas pilas,0.0,0.0,0.0,0.0,1.0,0.0,2006.0,Cartel De Santa,NA,1.0,2000.0,4.2211337,-0.04562389,0.7756725
"Unos de una camioneta, a los dos los an matado",2.0,2.0,0.0,0.0,0.0,0.0,2002.0,Chalino Sánchez,AR,2.0,2000.0,6.938273,-2.5035274,-1.0375593
Vamos a Culiacán que aquí traigo dinero,0.0,1.0,1.0,0.0,0.0,0.0,,El As De La Sierra,MO,1.0,2000.0,2.8718257,-0.03343227,0.19551113
Varios balazos se oyeron,2.0,0.0,0.0,0.0,0.0,0.0,1988.0,Los Tigres Del Norte,AR,2.0,1980.0,7.289585,-1.3035882,-1.3022842
"Veinte millones de pesos, era el precio de su cuero,",0.0,0.0,2.0,0.0,0.0,0.0,,Los Broncos De Reynosa,DI,2.0,2000.0,2.5452368,0.68130916,-0.54136676
Veto era hombre de valor y buen caballo montaba,0.0,1.0,0.0,0.0,0.0,0.0,2008.0,Pesado,MO,1.0,2000.0,5.6249194,-1.4946035,2.2607899
Vi mujeres a montones,0.0,0.0,1.0,0.0,0.0,0.0,,Pedro Infante,DI,1.0,2000.0,5.3285556,1.1615363,0.0547026
Vidal descargo su arma,2.0,0.0,0.0,0.0,0.0,0.0,2006.0,Vicente Fernández,AR,2.0,2000.0,7.2619185,-0.61837715,-1.0071839
"Vienen apuntándome, persiguiéndome, vigilándome",2.0,0.0,0.0,2.0,0.0,2.0,2012.0,Millonario & W. Corona,AR,2.0,2010.0,5.523494,-0.48636642,-0.2725499
"Volaron los pavos reales, rumbo a la sierra mojada",0.0,1.0,1.0,0.0,0.0,0.0,2002.0,"""El Piporro""",MO,1.0,2000.0,5.705535,-1.5696107,2.158601
"Voy a charolearles, si a caso me paran",1.0,0.0,0.0,0.0,0.0,2.0,2013.0,El Komander,GO,2.0,2010.0,4.9477377,-0.82754093,0.1476765
"Voy a seguir trabajando mientras tenga compradores,",0.0,0.0,0.0,1.0,2.0,0.0,2013.0,Valentín Elizalde,NA,2.0,2010.0,4.245494,0.20917098,-0.66186893
Váyanse poniendo alertas,1.0,0.0,0.0,0.0,0.0,0.0,1980.0,Los Cadetes de Linares,AR,1.0,1980.0,5.6004663,-0.36877698,-0.06974982
Y La gente que me sigue,0.0,0.0,0.0,2.0,0.0,0.0,2009.0,Sergio Vega,PO,2.0,2000.0,4.9337025,0.02241696,-0.678529
Y a bordo de camioneta,0.0,1.0,0.0,0.0,0.0,0.0,1988.0,Los Invasores De Nuevo Leon,MO,1.0,1980.0,6.7094584,0.08858359,1.7732853
Y a la orden de tres letras,0.0,0.0,0.0,3.0,0.0,0.0,2014.0,Los Tucanes De Tijuana,PO,3.0,2010.0,4.2458353,-0.2325197,-0.89578104
Y a los primeros balazos fue el primero que corrió,2.0,0.0,0.0,0.0,0.0,0.0,2000.0,Los Cadetes De Linares,AR,2.0,2000.0,7.21833,-1.4281567,-1.1005232
Y a mí ellos billetes verdes,0.0,0.0,2.0,0.0,0.0,0.0,1997.0,Banda Sinaloense Los Recoditos,DI,2.0,1990.0,1.8586315,0.23030068,-0.072961345
Y ahí donde lo ven carga su pistola,1.0,0.0,0.0,0.0,0.0,0.0,2022.0,Fuerza Regida,AR,1.0,2020.0,7.150416,-0.46722662,-0.85650796
Y al Piyi traigo de anillo de seguridad,0.0,0.0,0.0,2.0,0.0,0.0,2022.0,"Peso Pluma, Luis R Conriquez",PO,2.0,2020.0,5.9030075,-0.22299795,0.2209383
"Y al que se atravieza, le hacemos volar la gorra",2.0,0.0,0.0,0.0,0.0,0.0,2020.0,Junior H,AR,2.0,2020.0,4.8913326,0.19915304,0.50363684
Y allá en Cuauhtémoc pongo a tirar,1.0,0.0,0.0,0.0,0.0,0.0,2022.0,Fuerza Regida,AR,1.0,2020.0,4.5078955,-0.6230774,1.0451597
Y aquí la empresa sigue generando,0.0,0.0,2.0,2.0,0.0,0.0,2023.0,Peso Pluma,DI,2.0,2020.0,4.2506866,0.15455301,-0.6874775
Y atrás de mí se ve un manchón de gente,0.0,0.0,0.0,2.0,0.0,0.0,2022.0,"Peso Pluma, Luis R Conriquez",PO,2.0,2020.0,5.1770616,-0.10426105,-0.34477672
Y aveces con su dinero,0.0,0.0,1.0,0.0,0.0,0.0,,Carlos Y Jose,DI,1.0,2000.0,2.7675397,-0.05004838,-0.36110884
Y colgado en la sierra,1.0,0.0,0.0,0.0,0.0,0.0,1984.0,Los Caminantes,AR,1.0,1980.0,5.0596237,1.2650838,1.1718507
Y cuchillo en la mano,1.0,0.0,0.0,0.0,0.0,0.0,2012.0,Calibre 50,AR,1.0,2010.0,6.9915423,-0.5585579,-0.9643874
Y el de la clave privada,0.0,0.0,0.0,3.0,0.0,0.0,1998.0,Grupo Exterminador,PO,3.0,1990.0,3.8704147,-0.74535745,-0.72931945
Y el oficial que aspira perico y extorsiona a gente,0.0,0.0,0.0,0.0,1.0,2.0,2012.0,C-Kan,GO,2.0,2010.0,5.5576878,-0.9531242,-0.460968
Y el señor presidente debería hacer lo que el papa,0.0,0.0,0.0,0.0,0.0,1.0,2014.0,C-Kan,GO,1.0,2010.0,5.1341133,0.707825,-0.72470886
Y en corto un gallo préndase,0.0,0.0,0.0,0.0,1.0,0.0,2025.0,Chino Pacas,NA,1.0,2020.0,5.375985,-1.7042941,1.9924663
Y en esa troca la llevan,0.0,1.0,0.0,0.0,0.0,0.0,2008.0,Valentin Elizalde,MO,1.0,2000.0,5.425548,0.50312257,0.78932714
Y en eso está valuada mi riqueza,0.0,0.0,1.0,0.0,0.0,0.0,,Calibre 50,DI,1.0,2000.0,3.1846564,0.4215672,-0.4736226
Y en un carro continuaron,0.0,1.0,0.0,0.0,0.0,0.0,1988.0,Los Invasores De Nuevo Leon,MO,1.0,1980.0,6.4560704,0.15490912,1.6404308
Y es que esto ya parece película de Terror,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Skool 77,AR,1.0,2010.0,5.5221276,-0.14409795,-0.12257976
Y es un corredero de gente,0.0,0.0,0.0,1.0,0.0,0.0,2002.0,"""El Piporro""",PO,1.0,2000.0,5.3045764,0.10664153,-0.46745026
Y estaba toda blindada,0.0,2.0,0.0,0.0,0.0,0.0,1997.0,Los Huracanes Del Norte,MO,2.0,1990.0,6.1211085,0.12892897,0.14091937
Y hasta la fecha yo sigo la flecha,0.0,0.0,0.0,1.0,0.0,0.0,2019.0,Carin León,PO,1.0,2010.0,4.336862,-0.01553048,-0.4093421
Y hoy donde lo ven carga su pistola,1.0,0.0,0.0,0.0,0.0,0.0,2022.0,Fuerza Regida,AR,1.0,2020.0,7.053456,-0.49221238,-0.9231997
Y jugadas de dinero,0.0,0.0,1.0,0.0,0.0,0.0,,Beto Quintanilla,DI,1.0,2000.0,2.6361775,-0.25497693,-0.6915984
Y la motita nunca le falta,0.0,0.0,1.0,0.0,1.0,0.0,2024.0,Peso Pluma,DI,1.0,2020.0,6.4805784,0.33556378,-0.4082468
Y las chamacas pickies me prenden el blunt,0.0,0.0,0.0,0.0,1.0,0.0,2024.0,Tito Double P,NA,1.0,2020.0,4.3983064,-0.073783815,1.13848
Y le mataron su amada,1.0,0.0,0.0,0.0,0.0,0.0,1996.0,Los Invasores De Nuevo León,AR,1.0,1990.0,6.7663302,-2.5787013,-0.94650644
Y llevan un cargamento,0.0,2.0,0.0,0.0,2.0,0.0,2000.0,Banda Machos,MO,2.0,2000.0,6.1622586,0.719519,1.1821629
Y los cascos del caballo,0.0,1.0,0.0,0.0,0.0,0.0,2003.0,Los Tigres Del Norte,MO,1.0,2000.0,5.792634,-1.5099106,2.0351102
Y los dueños de la plaza,0.0,0.0,0.0,2.0,0.0,0.0,2009.0,Los Cuates De Sinaloa,PO,2.0,2000.0,5.857195,0.3560465,-0.5586156
Y los enemigos tiemblan,1.0,0.0,0.0,2.0,0.0,0.0,2013.0,El Komander,PO,2.0,2010.0,6.276496,-0.8005306,-0.8214742
Y me da unas ganas de periquear,0.0,0.0,0.0,0.0,1.0,0.0,2022.0,Fuerza Regida,NA,1.0,2020.0,4.535314,-0.47988793,0.55040675
Y no quiero ir a prision,0.0,0.0,0.0,0.0,0.0,2.0,1988.0,Carlos Y José,GO,2.0,1980.0,3.7692406,0.510577,0.8872268
Y no ser un rico muerto,1.0,0.0,1.0,0.0,0.0,0.0,1996.0,Los Tucanes De Tijuana,AR,1.0,1990.0,3.770852,0.46372035,0.9762712
"Y no somos la carnada, busque algo mas al anzuelo",1.0,0.0,0.0,1.0,0.0,1.0,2019.0,Skool 77,AR,1.0,2010.0,3.9069183,0.4033819,0.7620249
Y nunca van a aprehenderme,0.0,0.0,0.0,0.0,0.0,2.0,1996.0,Los Invasores De Nuevo León,GO,2.0,1990.0,6.7053843,-1.0944898,0.25613412
